status_checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,target
A13,18,A32,A44,8368,A61,A75,4,A92,A101,2,A121,75,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A44,5493,A62,A73,4,A93,A101,2,A121,42,A143,A152,1,A174,1,A192,A201,0
A11,38,A34,A46,1996,A61,A72,4,A92,A101,2,A124,23,A141,A152,1,A173,2,A192,A201,0
A14,69,A32,A48,958,A65,A72,4,A92,A101,1,A121,41,A143,A152,1,A173,1,A191,A201,1
A12,5,A33,A410,1530,A61,A75,4,A92,A101,4,A121,37,A142,A152,4,A173,1,A192,A201,1
A13,38,A32,A48,1788,A61,A74,4,A92,A102,4,A122,19,A143,A152,3,A173,1,A191,A202,1
A14,23,A34,A48,3253,A61,A73,4,A93,A101,4,A123,51,A143,A152,3,A172,1,A191,A201,1
A13,13,A32,A45,3167,A63,A73,2,A93,A101,2,A123,68,A143,A151,3,A173,1,A191,A201,1
A11,28,A33,A49,8718,A61,A73,2,A92,A101,2,A121,74,A143,A152,2,A173,1,A192,A201,1
A14,69,A32,A45,1712,A61,A74,4,A91,A101,4,A121,51,A143,A152,3,A174,1,A191,A201,1
A13,28,A32,A42,891,A61,A73,4,A93,A101,4,A121,50,A143,A152,2,A174,1,A192,A201,1
A12,57,A32,A40,1181,A65,A75,4,A92,A101,2,A122,46,A143,A152,1,A174,1,A191,A201,1
A11,36,A33,A46,2926,A61,A73,4,A93,A101,4,A121,55,A141,A153,2,A172,1,A191,A201,0
A13,39,A34,A43,1664,A61,A74,2,A92,A101,3,A124,59,A143,A152,2,A173,1,A192,A201,1
A13,17,A32,A40,2359,A64,A71,4,A93,A101,2,A122,30,A143,A152,2,A173,1,A192,A201,1
A12,68,A33,A47,2073,A61,A73,4,A92,A101,3,A121,27,A143,A151,1,A174,1,A192,A201,0
A14,57,A32,A45,6582,A65,A73,3,A92,A101,1,A123,68,A143,A152,1,A173,1,A192,A201,1
A13,55,A34,A45,1863,A61,A73,3,A92,A101,4,A122,73,A143,A152,2,A172,1,A191,A201,1
A11,6,A32,A41,2204,A62,A72,4,A92,A101,2,A123,29,A141,A151,2,A174,1,A191,A201,0
A12,44,A34,A40,5291,A61,A75,2,A93,A103,4,A121,51,A143,A152,1,A173,2,A191,A201,0
A11,9,A32,A41,1896,A61,A72,4,A93,A101,1,A123,37,A143,A152,1,A173,1,A191,A201,1
A13,28,A32,A43,4182,A62,A74,2,A92,A101,4,A123,72,A143,A153,1,A173,1,A192,A201,1
A11,16,A31,A41,3886,A61,A75,4,A91,A101,2,A124,75,A143,A152,1,A173,1,A192,A201,0
A13,11,A32,A40,3338,A64,A73,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,1
A13,24,A32,A46,1202,A61,A75,4,A93,A101,4,A122,52,A143,A153,1,A173,1,A191,A201,1
A14,71,A32,A410,7973,A61,A74,3,A95,A101,4,A122,25,A143,A152,3,A173,1,A192,A201,1
A12,28,A34,A410,17615,A61,A73,4,A93,A101,4,A124,49,A143,A152,2,A171,1,A192,A201,0
A14,71,A30,A47,3002,A65,A75,3,A93,A101,4,A124,70,A141,A152,1,A173,1,A191,A201,1
A11,48,A32,A45,1290,A61,A73,2,A93,A101,3,A121,20,A143,A152,2,A173,1,A191,A201,0
A14,63,A32,A43,3051,A61,A74,4,A94,A101,2,A121,37,A141,A152,1,A173,1,A192,A201,1
A11,15,A30,A45,6580,A61,A75,4,A93,A101,3,A122,56,A141,A151,1,A173,1,A191,A201,0
A12,35,A32,A42,1822,A61,A73,4,A92,A101,2,A121,50,A143,A151,1,A173,1,A192,A201,1
A13,16,A32,A47,2688,A61,A73,3,A92,A101,4,A122,28,A142,A153,2,A173,1,A191,A201,1
A11,34,A32,A49,3914,A65,A73,1,A92,A101,1,A121,59,A141,A152,2,A173,1,A191,A201,1
A11,23,A32,A41,7804,A61,A75,1,A93,A101,4,A123,26,A143,A152,2,A173,1,A191,A201,1
A13,21,A32,A44,5543,A65,A75,4,A93,A101,4,A124,44,A143,A152,1,A173,1,A191,A201,1
A13,63,A32,A40,5730,A61,A73,4,A93,A101,4,A124,48,A143,A151,1,A173,1,A191,A201,1
A13,66,A30,A45,2119,A62,A74,4,A92,A101,4,A122,29,A141,A152,1,A173,1,A191,A201,0
A13,9,A32,A41,4111,A65,A75,4,A93,A101,1,A123,59,A143,A152,2,A172,1,A192,A201,1
A13,35,A34,A43,1673,A61,A72,1,A93,A101,4,A124,38,A143,A152,2,A174,2,A192,A201,0
A11,46,A32,A45,5863,A65,A73,3,A92,A101,2,A121,38,A143,A151,1,A173,1,A191,A201,1
A12,5,A33,A49,7487,A61,A74,2,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A202,1
A11,63,A32,A410,4641,A65,A75,4,A93,A101,4,A122,26,A143,A152,2,A173,1,A191,A201,1
A14,26,A34,A47,2221,A62,A75,2,A93,A101,4,A121,33,A141,A152,2,A174,1,A192,A201,0
A13,34,A34,A47,2532,A61,A73,4,A93,A101,1,A122,52,A143,A152,1,A173,1,A191,A201,0
A12,8,A32,A410,12647,A61,A72,2,A93,A101,2,A121,42,A143,A152,2,A173,1,A191,A201,1
A12,37,A34,A45,2251,A61,A73,4,A93,A101,2,A123,51,A143,A152,1,A172,1,A191,A201,0
A14,13,A32,A43,6904,A61,A73,3,A93,A101,1,A121,59,A143,A152,1,A173,1,A192,A201,1
A11,5,A30,A47,3909,A61,A73,4,A93,A101,2,A122,59,A141,A152,1,A174,2,A191,A201,0
A13,14,A34,A47,2281,A61,A75,4,A92,A101,4,A121,63,A143,A152,1,A173,1,A192,A201,1
A12,53,A34,A49,1016,A61,A72,4,A93,A101,2,A124,58,A141,A152,1,A173,1,A192,A201,0
A13,34,A32,A40,3530,A64,A75,1,A92,A101,4,A122,45,A143,A153,1,A174,1,A191,A201,1
A11,59,A32,A43,3206,A61,A73,4,A93,A101,4,A123,39,A143,A151,1,A173,1,A191,A201,1
A14,12,A30,A43,12647,A61,A74,4,A93,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1
A14,24,A32,A46,1497,A62,A72,2,A93,A103,3,A122,53,A143,A152,1,A173,1,A191,A201,1
A13,31,A34,A410,18691,A61,A73,2,A93,A101,3,A121,39,A143,A152,1,A173,1,A191,A201,1
A13,65,A32,A46,4036,A61,A72,3,A92,A101,3,A123,22,A143,A152,2,A173,1,A191,A201,1
A14,10,A32,A410,4032,A61,A75,4,A92,A101,2,A121,67,A141,A152,1,A174,1,A192,A201,1
A13,19,A32,A47,1854,A65,A75,4,A92,A101,4,A121,66,A143,A153,1,A173,1,A191,A201,1
A11,7,A30,A410,3834,A65,A73,4,A92,A101,3,A123,34,A143,A152,3,A173,2,A191,A201,1
A13,7,A32,A44,4352,A61,A72,2,A93,A101,4,A121,75,A143,A152,1,A172,1,A191,A201,1
A13,43,A33,A46,6309,A62,A75,1,A92,A101,4,A122,49,A143,A151,2,A173,1,A191,A202,1
A12,20,A34,A47,1362,A61,A73,4,A93,A101,4,A122,44,A143,A152,1,A173,1,A191,A201,0
A13,55,A34,A48,9185,A62,A72,2,A93,A101,3,A122,70,A143,A152,2,A173,1,A191,A201,0
A14,55,A30,A42,3980,A62,A73,4,A95,A101,2,A123,53,A141,A152,2,A173,1,A191,A201,0
A14,39,A34,A42,4849,A62,A75,4,A93,A101,4,A123,24,A143,A151,1,A174,1,A192,A201,1
A12,41,A34,A43,2498,A61,A71,2,A92,A101,4,A123,51,A143,A152,2,A172,1,A191,A201,0
A11,53,A34,A44,1418,A61,A73,4,A92,A101,2,A123,39,A143,A152,1,A173,1,A192,A201,0
A14,66,A32,A49,3159,A61,A75,2,A93,A101,2,A122,34,A143,A152,3,A173,1,A191,A201,1
A14,66,A32,A40,3462,A65,A72,4,A93,A101,2,A122,65,A143,A152,1,A173,1,A192,A201,1
A11,65,A32,A46,984,A61,A72,2,A93,A101,4,A122,57,A143,A151,2,A173,1,A191,A201,0
A14,10,A31,A48,5623,A65,A74,4,A93,A101,2,A122,52,A143,A152,1,A173,1,A192,A201,1
A14,30,A32,A47,6615,A65,A75,3,A92,A101,4,A124,60,A143,A151,2,A173,1,A191,A201,1
A12,17,A32,A44,1662,A61,A73,4,A93,A101,3,A123,75,A143,A152,3,A171,1,A191,A201,1
A13,8,A32,A43,1315,A62,A75,4,A93,A101,4,A121,33,A142,A152,2,A172,1,A191,A201,1
A12,58,A34,A46,2339,A62,A74,2,A92,A101,4,A121,24,A143,A152,1,A174,1,A191,A201,0
A11,5,A32,A44,3038,A65,A72,4,A92,A101,4,A121,20,A143,A153,1,A173,1,A191,A201,1
A12,65,A31,A46,2413,A65,A75,3,A92,A101,3,A121,42,A141,A152,1,A172,1,A192,A202,1
A13,24,A34,A40,2839,A62,A73,4,A92,A102,1,A121,74,A143,A152,1,A173,1,A191,A201,0
A11,24,A34,A40,3558,A61,A73,2,A93,A101,3,A123,67,A141,A152,1,A173,2,A192,A201,0
A12,13,A34,A49,997,A64,A73,4,A92,A101,4,A124,46,A141,A152,1,A173,1,A191,A201,1
A12,61,A34,A42,1093,A61,A73,2,A92,A101,4,A123,19,A143,A152,1,A174,1,A191,A201,0
A12,42,A32,A410,337,A64,A72,3,A92,A101,4,A121,19,A143,A152,1,A173,2,A191,A201,1
A14,8,A34,A41,6336,A65,A71,2,A94,A101,2,A122,46,A141,A152,1,A173,1,A191,A202,1
A12,68,A31,A41,3017,A61,A73,4,A93,A101,4,A122,54,A142,A152,1,A173,1,A191,A201,0
A12,16,A32,A46,6893,A62,A75,2,A92,A101,2,A123,38,A141,A151,1,A173,1,A192,A201,1
A13,56,A32,A49,1199,A61,A74,4,A92,A103,4,A123,66,A143,A152,2,A173,1,A191,A201,1
A12,48,A32,A41,3039,A61,A75,4,A92,A101,3,A124,26,A141,A153,1,A172,1,A192,A201,1
A11,35,A32,A410,3539,A61,A73,2,A93,A101,4,A122,19,A143,A152,1,A173,1,A192,A201,0
A12,39,A33,A43,1901,A64,A73,4,A91,A102,1,A123,44,A143,A151,1,A171,1,A191,A201,1
A11,63,A34,A41,860,A65,A72,2,A93,A101,3,A121,69,A143,A152,1,A174,1,A192,A201,0
A11,14,A32,A45,12048,A65,A72,3,A93,A103,4,A123,61,A143,A152,2,A173,1,A191,A201,1
A12,66,A32,A47,9130,A61,A73,4,A93,A102,2,A121,67,A143,A153,1,A172,1,A191,A201,1
A12,24,A34,A49,2196,A65,A75,4,A92,A101,4,A122,43,A143,A152,1,A173,1,A191,A201,1
A14,55,A33,A43,4483,A63,A75,4,A93,A101,4,A123,28,A143,A152,2,A174,1,A191,A201,1
A12,58,A32,A44,2022,A61,A75,3,A93,A101,4,A121,30,A143,A152,3,A173,2,A192,A201,0
A13,29,A33,A43,1344,A61,A73,3,A92,A101,3,A121,59,A143,A151,1,A173,2,A192,A201,1
A13,71,A32,A42,12859,A61,A75,2,A93,A103,4,A121,25,A143,A152,1,A173,1,A191,A201,1
A11,37,A32,A44,792,A65,A73,4,A92,A101,4,A121,30,A143,A152,1,A174,1,A191,A201,1
A13,55,A34,A48,2372,A62,A72,4,A92,A101,4,A121,65,A143,A152,1,A173,1,A191,A201,0
A11,55,A32,A47,3188,A63,A75,4,A92,A101,4,A121,58,A143,A152,1,A172,1,A192,A201,1
A14,32,A32,A47,11170,A61,A74,2,A93,A101,3,A121,35,A143,A152,2,A173,1,A191,A201,1
A11,41,A34,A47,6107,A63,A72,3,A93,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,0
A12,45,A33,A47,782,A61,A73,3,A94,A101,2,A124,32,A141,A152,2,A174,1,A192,A201,1
A11,24,A31,A46,2974,A61,A73,1,A92,A101,1,A122,52,A141,A152,1,A172,1,A191,A201,0
A14,45,A32,A47,3031,A62,A74,3,A95,A101,2,A121,66,A143,A152,1,A173,1,A192,A201,1
A12,16,A30,A410,2483,A61,A73,4,A92,A103,4,A123,35,A143,A152,2,A173,1,A191,A201,0
A13,67,A33,A47,4894,A65,A75,4,A93,A101,4,A124,53,A143,A152,1,A174,1,A192,A201,1
A11,20,A32,A47,965,A61,A71,4,A92,A101,2,A123,73,A143,A151,1,A173,1,A191,A201,1
A13,12,A32,A49,2149,A62,A73,4,A92,A101,4,A122,19,A143,A152,1,A173,1,A191,A201,1
A11,44,A34,A46,4372,A61,A73,1,A93,A101,4,A123,68,A143,A153,1,A172,1,A192,A201,0
A14,4,A32,A40,5134,A61,A73,4,A92,A101,4,A123,68,A143,A152,1,A171,1,A192,A201,1
A11,5,A32,A43,3359,A61,A73,1,A93,A102,4,A123,54,A141,A153,1,A173,1,A192,A201,1
A11,63,A32,A43,2366,A61,A74,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A191,A201,1
A11,51,A33,A44,2708,A65,A75,4,A93,A101,1,A124,37,A143,A152,1,A173,1,A192,A201,1
A12,32,A31,A49,5390,A61,A75,3,A93,A101,2,A124,69,A143,A152,3,A174,1,A191,A201,0
A13,13,A32,A45,3062,A65,A75,4,A93,A101,1,A123,60,A143,A152,1,A173,1,A191,A201,1
A11,61,A34,A43,1295,A65,A75,1,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,0
A13,63,A32,A41,1111,A61,A73,4,A93,A101,3,A123,37,A142,A152,3,A172,1,A192,A201,1
A12,24,A32,A45,905,A61,A75,4,A93,A101,4,A123,61,A143,A152,1,A171,1,A192,A201,1
A12,31,A32,A47,9551,A62,A73,2,A92,A101,3,A121,57,A143,A152,1,A173,1,A191,A201,1
A12,37,A31,A47,5687,A65,A73,3,A92,A101,4,A124,23,A143,A152,1,A173,1,A191,A201,0
A12,11,A32,A46,2737,A65,A73,4,A93,A101,2,A121,70,A143,A152,2,A173,1,A191,A201,1
A13,62,A32,A45,2073,A61,A73,4,A93,A101,2,A122,30,A143,A151,1,A174,1,A191,A201,1
A11,52,A32,A41,1883,A64,A73,1,A93,A101,3,A124,37,A141,A151,2,A173,1,A191,A201,1
A11,20,A31,A46,7148,A61,A75,4,A92,A102,3,A121,65,A141,A152,3,A173,1,A192,A201,0
A14,63,A34,A410,13678,A65,A73,2,A93,A101,3,A122,30,A143,A152,1,A174,2,A192,A201,1
A14,48,A34,A44,1836,A65,A72,2,A92,A101,4,A121,54,A142,A152,1,A173,1,A192,A201,1
A12,72,A34,A45,7411,A61,A73,2,A93,A102,1,A122,30,A143,A152,1,A173,1,A191,A201,0
A12,35,A34,A49,3048,A61,A71,1,A93,A101,3,A121,36,A143,A151,1,A172,1,A191,A201,0
A13,47,A32,A47,2515,A61,A72,2,A92,A101,4,A122,67,A142,A151,1,A173,1,A191,A201,1
A12,68,A34,A47,9930,A61,A72,4,A93,A101,1,A122,69,A143,A152,1,A173,1,A192,A201,0
A11,11,A32,A42,2956,A65,A73,3,A95,A101,4,A124,66,A143,A152,2,A172,1,A191,A201,1
A11,46,A34,A46,3778,A61,A73,2,A93,A101,4,A124,61,A143,A152,1,A173,1,A192,A201,0
A13,4,A34,A40,3635,A61,A75,2,A93,A101,1,A121,52,A141,A153,3,A173,1,A192,A201,1
A13,54,A34,A40,812,A61,A74,4,A93,A101,2,A123,66,A143,A151,2,A174,1,A191,A201,1
A11,27,A34,A46,3754,A65,A73,4,A93,A101,3,A121,51,A143,A152,1,A173,1,A191,A201,1
A11,27,A32,A49,1900,A62,A73,2,A91,A103,4,A121,67,A143,A152,2,A174,1,A192,A201,0
A11,20,A32,A48,956,A61,A73,1,A92,A101,4,A121,36,A141,A152,1,A173,1,A192,A201,1
A13,8,A32,A46,1970,A61,A75,2,A92,A101,4,A124,75,A143,A152,2,A172,1,A191,A201,1
A11,23,A32,A49,1958,A65,A71,2,A93,A101,4,A124,47,A143,A153,1,A171,1,A191,A201,1
A11,24,A31,A44,6794,A65,A71,2,A93,A101,1,A121,63,A143,A153,1,A173,1,A191,A201,0
A13,61,A33,A47,1272,A61,A75,3,A92,A101,4,A121,23,A143,A151,2,A173,1,A192,A201,1
A11,34,A34,A41,1584,A61,A73,2,A93,A103,4,A121,43,A143,A151,1,A174,1,A191,A201,0
A13,14,A32,A48,3598,A61,A72,4,A93,A101,4,A123,42,A143,A152,2,A172,1,A191,A201,1
A11,55,A34,A45,1032,A61,A73,2,A93,A101,4,A123,47,A142,A152,2,A173,1,A191,A201,0
A11,18,A34,A48,1759,A61,A75,4,A92,A101,4,A121,56,A143,A151,1,A172,1,A192,A201,0
A11,10,A34,A41,787,A65,A75,4,A93,A101,2,A123,51,A141,A152,1,A173,1,A191,A201,1
A13,31,A34,A42,6223,A61,A74,4,A92,A101,3,A122,28,A143,A152,2,A174,1,A192,A201,0
A14,54,A32,A47,2342,A65,A73,3,A92,A101,4,A124,55,A143,A152,1,A173,1,A191,A201,1
A14,61,A34,A40,2943,A61,A73,3,A95,A101,1,A123,51,A143,A152,2,A173,1,A191,A201,0
A12,8,A34,A49,6203,A63,A75,3,A92,A101,4,A122,41,A143,A152,2,A172,1,A191,A201,1
A13,8,A32,A46,1672,A63,A75,4,A92,A101,1,A123,29,A143,A152,2,A173,1,A191,A201,1
A11,11,A32,A46,2322,A61,A72,4,A93,A101,4,A123,42,A141,A152,2,A172,1,A192,A201,1
A12,67,A34,A40,1280,A61,A75,4,A92,A101,4,A122,42,A143,A152,1,A173,1,A191,A201,0
A14,13,A32,A48,1278,A62,A72,4,A93,A101,1,A122,25,A143,A152,2,A173,1,A191,A201,1
A11,41,A33,A47,1427,A61,A72,3,A92,A101,4,A124,68,A143,A153,2,A173,1,A191,A201,0
A11,11,A33,A43,2010,A61,A74,4,A93,A101,4,A121,39,A143,A153,2,A173,1,A192,A201,1
A11,28,A32,A49,2191,A61,A73,2,A92,A101,4,A121,38,A143,A152,1,A173,1,A191,A201,1
A11,69,A32,A410,3755,A65,A75,2,A92,A101,2,A122,71,A143,A152,1,A173,1,A191,A201,1
A11,53,A34,A44,1461,A61,A72,3,A93,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,0
A13,70,A32,A41,3849,A65,A73,2,A93,A101,3,A123,43,A143,A152,1,A172,1,A192,A201,1
A12,52,A30,A48,4394,A61,A75,4,A93,A103,2,A124,65,A143,A152,1,A173,1,A191,A201,0
A14,39,A30,A45,2050,A64,A75,2,A94,A101,4,A123,54,A143,A151,1,A173,1,A192,A201,1
A14,71,A32,A42,1565,A61,A72,4,A91,A101,4,A121,66,A143,A152,1,A172,1,A191,A201,1
A12,44,A34,A46,3190,A65,A73,4,A93,A101,4,A123,65,A143,A151,1,A172,1,A191,A201,1
A11,65,A32,A48,2534,A61,A74,4,A93,A101,4,A123,33,A143,A151,1,A174,1,A191,A201,1
A12,13,A33,A42,3555,A62,A72,3,A94,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1
A13,24,A32,A41,10466,A62,A75,4,A91,A101,4,A121,58,A143,A153,2,A174,1,A192,A201,1
A11,39,A32,A46,3149,A61,A75,4,A93,A101,4,A121,58,A143,A152,1,A173,1,A191,A201,1
A13,15,A34,A46,1787,A61,A72,3,A93,A103,4,A123,68,A143,A152,1,A173,1,A191,A201,1
A12,5,A34,A43,1461,A61,A72,2,A92,A101,4,A124,24,A143,A152,1,A173,2,A192,A201,0
A13,16,A32,A410,1507,A61,A72,4,A93,A101,2,A123,55,A143,A153,1,A171,1,A191,A201,1
A12,56,A32,A48,924,A65,A75,4,A91,A101,1,A124,20,A143,A152,2,A173,1,A191,A201,1
A12,35,A30,A47,6286,A61,A72,4,A93,A101,4,A121,30,A143,A152,2,A173,1,A192,A201,0
A14,19,A32,A40,499,A61,A73,4,A94,A101,4,A124,22,A143,A152,1,A174,1,A191,A201,1
A13,35,A33,A40,4404,A63,A73,4,A93,A101,4,A123,41,A143,A152,1,A173,1,A192,A201,1
A11,35,A32,A44,1488,A61,A74,2,A93,A101,4,A122,31,A143,A151,2,A173,1,A191,A201,1
A14,14,A32,A45,1978,A61,A72,1,A91,A101,1,A124,35,A143,A151,1,A173,2,A191,A201,1
A12,13,A32,A42,1453,A61,A72,3,A94,A101,4,A122,49,A143,A152,1,A173,1,A191,A201,1
A14,18,A34,A48,9477,A65,A75,4,A93,A103,3,A124,34,A143,A152,1,A172,1,A192,A201,1
A13,20,A34,A49,3020,A65,A75,4,A91,A101,4,A124,59,A143,A152,1,A173,1,A191,A201,1
A12,43,A31,A45,5609,A65,A75,3,A93,A101,4,A123,44,A143,A151,1,A173,1,A191,A201,0
A11,21,A34,A43,8437,A61,A71,4,A93,A101,2,A123,46,A143,A152,1,A173,1,A192,A201,0
A11,58,A32,A46,3397,A64,A73,3,A92,A101,4,A121,19,A142,A152,1,A173,1,A191,A201,1
A13,28,A32,A47,1145,A61,A74,3,A92,A101,4,A123,65,A141,A151,1,A173,1,A192,A201,1
A13,62,A34,A48,2498,A61,A73,2,A92,A101,2,A122,30,A143,A152,1,A173,1,A191,A201,0
A11,25,A34,A410,1646,A61,A75,2,A93,A101,4,A123,55,A143,A151,1,A174,1,A191,A201,0
A11,33,A34,A45,1992,A61,A74,2,A93,A101,4,A123,73,A143,A152,1,A173,2,A191,A201,0
A14,47,A32,A45,2763,A61,A72,2,A93,A101,4,A124,74,A143,A152,1,A173,1,A191,A201,1
A14,35,A32,A47,2677,A61,A75,2,A93,A101,3,A121,68,A143,A152,1,A173,1,A192,A201,1
A12,54,A34,A44,4145,A61,A75,1,A93,A102,1,A123,38,A143,A151,2,A174,1,A192,A201,0
A11,49,A32,A42,4655,A61,A72,4,A93,A101,4,A124,20,A143,A152,1,A173,1,A192,A201,1
A12,24,A32,A42,2677,A63,A73,3,A91,A101,1,A123,54,A143,A152,1,A173,2,A192,A201,1
A11,35,A32,A45,4116,A61,A73,4,A93,A101,4,A121,33,A143,A152,1,A172,1,A191,A201,1
A14,42,A33,A41,1920,A63,A73,2,A93,A101,1,A121,56,A143,A152,1,A174,1,A192,A201,1
A11,15,A32,A45,8534,A61,A72,3,A93,A101,4,A121,40,A143,A151,1,A173,1,A192,A201,1
A13,50,A32,A45,1896,A65,A74,3,A93,A102,4,A123,62,A141,A152,1,A172,1,A191,A201,1
A12,21,A34,A47,7767,A61,A75,1,A92,A101,3,A123,68,A142,A152,2,A173,1,A191,A201,1
A13,24,A32,A46,915,A61,A73,4,A94,A101,1,A124,50,A143,A152,2,A173,1,A192,A201,1
A13,16,A32,A47,2198,A61,A72,1,A92,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A48,2287,A62,A74,4,A93,A101,4,A122,54,A142,A152,1,A173,1,A192,A202,1
A11,11,A30,A45,3726,A65,A73,4,A91,A101,2,A123,51,A143,A152,2,A173,1,A191,A201,1
A11,49,A30,A42,5939,A61,A75,4,A94,A101,4,A123,33,A143,A152,1,A173,2,A191,A201,0
A11,10,A32,A49,1097,A61,A73,4,A92,A101,2,A124,68,A143,A152,2,A173,2,A191,A201,1
A14,26,A34,A42,1228,A65,A72,4,A92,A101,3,A123,64,A142,A151,1,A173,1,A191,A201,1
A14,25,A32,A410,971,A62,A72,3,A92,A101,4,A122,21,A143,A151,1,A174,1,A191,A201,1
A13,25,A34,A40,8571,A61,A75,4,A93,A101,1,A123,47,A143,A152,1,A173,1,A191,A201,1
A13,32,A32,A410,3782,A61,A73,1,A92,A101,4,A124,65,A143,A152,2,A174,1,A191,A201,1
A13,16,A32,A44,1252,A61,A75,2,A93,A101,3,A122,45,A143,A152,2,A173,2,A192,A201,1
A11,5,A32,A43,2091,A62,A72,4,A93,A101,1,A121,23,A143,A152,1,A173,1,A191,A201,1
A14,32,A32,A48,7672,A61,A73,4,A91,A101,3,A121,74,A143,A152,2,A172,1,A192,A201,1
A12,55,A34,A48,2386,A65,A73,4,A92,A102,4,A121,49,A142,A152,1,A173,1,A191,A201,0
A12,30,A32,A44,2276,A61,A75,2,A93,A101,4,A123,40,A143,A152,2,A174,1,A192,A201,1
A12,53,A32,A49,1595,A61,A75,4,A93,A101,4,A121,53,A141,A152,2,A173,1,A192,A201,1
A11,26,A34,A43,1312,A61,A72,2,A93,A101,1,A121,72,A143,A152,1,A172,1,A191,A201,0
A11,47,A34,A46,7682,A65,A73,3,A93,A101,2,A122,25,A143,A153,1,A172,1,A192,A201,0
A13,25,A34,A45,11374,A65,A72,3,A92,A101,4,A123,24,A143,A152,2,A173,1,A191,A201,0
A11,46,A32,A43,1355,A61,A73,3,A92,A101,1,A122,44,A143,A153,2,A172,1,A191,A201,1
A13,40,A34,A49,9172,A63,A73,2,A92,A101,4,A123,72,A143,A151,1,A173,1,A192,A201,1
A11,64,A32,A41,2018,A61,A75,4,A93,A101,1,A121,19,A143,A151,1,A173,1,A191,A201,0
A12,59,A32,A40,4568,A61,A75,4,A95,A101,4,A121,37,A141,A152,4,A173,1,A191,A201,1
A12,6,A32,A43,9211,A61,A73,4,A93,A101,3,A122,25,A143,A152,1,A173,1,A191,A201,0
A12,66,A32,A43,2654,A61,A73,4,A91,A101,4,A122,54,A143,A151,1,A173,1,A192,A201,0
A13,22,A32,A40,2293,A61,A75,4,A92,A101,2,A122,30,A143,A152,1,A173,1,A192,A201,1
A12,26,A32,A45,5658,A65,A75,4,A92,A101,1,A121,38,A141,A152,2,A172,1,A191,A201,1
A13,32,A34,A43,1226,A61,A71,4,A93,A101,2,A124,41,A143,A152,1,A174,2,A192,A201,1
A12,33,A32,A40,7462,A65,A73,2,A92,A101,1,A123,43,A143,A152,1,A173,1,A192,A202,1
A13,42,A31,A40,3341,A61,A73,4,A94,A101,3,A121,48,A143,A152,1,A173,2,A192,A201,0
A14,28,A31,A40,1877,A62,A72,4,A93,A101,4,A121,47,A143,A151,2,A172,1,A191,A201,1
A13,11,A34,A47,1838,A61,A72,2,A94,A101,4,A124,49,A143,A153,2,A172,1,A192,A201,1
A11,61,A32,A49,985,A61,A71,2,A93,A101,4,A123,36,A141,A152,2,A173,1,A192,A201,0
A11,19,A32,A47,1941,A61,A74,4,A93,A101,4,A122,59,A141,A151,1,A173,1,A191,A201,1
A11,4,A34,A41,2413,A61,A73,1,A93,A102,4,A123,37,A143,A152,2,A173,1,A192,A201,0
A13,8,A34,A410,1275,A62,A71,4,A93,A101,3,A123,72,A143,A153,2,A173,1,A191,A201,1
A11,6,A32,A46,2874,A61,A73,2,A93,A101,4,A123,22,A143,A152,2,A174,1,A191,A201,1
A12,68,A33,A47,4351,A64,A75,4,A93,A101,3,A122,19,A142,A152,3,A174,1,A192,A201,1
A13,7,A34,A47,2512,A61,A75,3,A93,A101,4,A122,59,A143,A152,1,A173,2,A192,A201,1
A12,67,A33,A410,5065,A61,A73,4,A95,A101,2,A121,33,A141,A153,1,A173,1,A191,A201,1
A13,13,A32,A49,1562,A61,A73,4,A93,A101,1,A124,72,A143,A151,2,A173,2,A191,A201,1
A11,24,A34,A410,6652,A65,A75,3,A93,A101,4,A123,26,A143,A152,2,A173,1,A192,A201,0
A11,49,A32,A46,3286,A63,A72,4,A93,A101,2,A121,33,A143,A152,1,A173,1,A192,A202,1
A13,30,A32,A44,10262,A61,A72,1,A92,A101,4,A124,33,A143,A151,1,A172,1,A192,A201,1
A12,69,A32,A40,20565,A61,A73,1,A92,A101,4,A124,68,A143,A152,2,A173,2,A192,A201,0
A13,44,A30,A48,2046,A61,A72,2,A93,A102,1,A124,57,A143,A152,1,A172,1,A192,A201,1
A12,16,A32,A46,2114,A65,A73,4,A93,A101,1,A124,40,A143,A152,1,A171,1,A191,A201,1
A11,12,A34,A41,2447,A62,A75,2,A93,A101,4,A124,36,A142,A151,2,A173,1,A192,A201,0
A14,39,A30,A45,4800,A61,A74,2,A93,A101,4,A121,34,A143,A152,1,A173,1,A191,A201,1
